id,symbol,date,open,high,low,close,volume,created_timestamp,adj_close
32866,BTC-USD,2015-01-17,207.83399963378906,211.7310028076172,194.875,199.25999450683594,23469700.0,2025-05-25 19:00:43,199.25999450683594
32867,BTC-USD,2015-01-18,200.0500030517578,218.69500732421875,194.50599670410156,210.33900451660156,30085100.0,2025-05-25 19:00:43,210.33900451660156
32868,BTC-USD,2015-01-19,211.4709930419922,216.72799682617188,207.3179931640625,214.86099243164062,18658300.0,2025-05-25 19:00:43,214.86099243164062
32869,BTC-USD,2015-01-20,212.90699768066406,215.24099731445312,205.1529998779297,211.31500244140625,24051100.0,2025-05-25 19:00:43,211.31500244140625
32870,BTC-USD,2015-01-21,211.3780059814453,227.78799438476562,211.21200561523438,226.89700317382812,29924600.0,2025-05-25 19:00:43,226.89700317382812
32871,BTC-USD,2015-01-22,227.32200622558594,237.0189971923828,226.4340057373047,233.406005859375,33544600.0,2025-05-25 19:00:43,233.406005859375
32872,BTC-USD,2015-01-23,233.51699829101562,234.84500122070312,225.1959991455078,232.87899780273438,24621700.0,2025-05-25 19:00:43,232.87899780273438
32873,BTC-USD,2015-01-24,232.6999969482422,248.2100067138672,230.02200317382812,247.8470001220703,24782500.0,2025-05-25 19:00:43,247.8470001220703
32874,BTC-USD,2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.71800231933594,33582700.0,2025-05-25 19:00:43,253.71800231933594
32875,BTC-USD,2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,106794000.0,2025-05-25 19:00:43,273.4729919433594
32876,BTC-USD,2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,44399000.0,2025-05-25 19:00:43,263.4750061035156
32877,BTC-USD,2015-01-28,263.35101318359375,266.5350036621094,227.04600524902344,233.9149932861328,44352200.0,2025-05-25 19:00:43,233.9149932861328
32878,BTC-USD,2015-01-29,233.34800720214844,238.70599365234375,220.71200561523438,233.51300048828125,32213400.0,2025-05-25 19:00:43,233.51300048828125
32879,BTC-USD,2015-01-30,232.77200317382812,242.8509979248047,225.83900451660156,226.4250030517578,26605200.0,2025-05-25 19:00:43,226.4250030517578
32880,BTC-USD,2015-01-31,226.4409942626953,233.50399780273438,216.3090057373047,217.46400451660156,23348200.0,2025-05-25 19:00:43,217.46400451660156
32881,BTC-USD,2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,29128500.0,2025-05-25 19:00:43,226.9720001220703
32882,BTC-USD,2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,30612100.0,2025-05-25 19:00:43,238.22900390625
32883,BTC-USD,2015-02-03,237.45399475097656,245.95700073242188,224.48300170898438,227.26800537109375,40783700.0,2025-05-25 19:00:43,227.26800537109375
32884,BTC-USD,2015-02-04,227.51100158691406,230.05799865722656,221.11300659179688,226.85299682617188,26594300.0,2025-05-25 19:00:43,226.85299682617188
32885,BTC-USD,2015-02-05,227.6649932861328,239.40499877929688,214.72500610351562,217.11099243164062,22516400.0,2025-05-25 19:00:43,217.11099243164062
32886,BTC-USD,2015-02-06,216.92300415039062,230.50999450683594,216.23199462890625,222.26600646972656,24435300.0,2025-05-25 19:00:43,222.26600646972656
32887,BTC-USD,2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.75399780273438,21604200.0,2025-05-25 19:00:43,227.75399780273438
32888,BTC-USD,2015-02-08,227.6929931640625,229.43800354003906,221.07699584960938,223.41200256347656,17145200.0,2025-05-25 19:00:43,223.41200256347656
32889,BTC-USD,2015-02-09,223.38900756835938,223.9770050048828,217.0189971923828,220.11000061035156,27791300.0,2025-05-25 19:00:43,220.11000061035156
32890,BTC-USD,2015-02-10,220.28199768066406,221.8070068359375,215.33200073242188,219.83900451660156,21115100.0,2025-05-25 19:00:43,219.83900451660156
32891,BTC-USD,2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,17201900.0,2025-05-25 19:00:43,219.18499755859375
32892,BTC-USD,2015-02-12,219.20799255371094,222.19900512695312,217.61399841308594,221.76400756835938,15206200.0,2025-05-25 19:00:43,221.76400756835938
32893,BTC-USD,2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400.0,2025-05-25 19:00:43,235.427001953125
32894,BTC-USD,2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,49732500.0,2025-05-25 19:00:43,257.3210144042969
32895,BTC-USD,2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,56552400.0,2025-05-25 19:00:43,234.8249969482422
32896,BTC-USD,2015-02-16,234.8249969482422,239.52099609375,229.02200317382812,233.84300231933594,28153700.0,2025-05-25 19:00:43,233.84300231933594
32897,BTC-USD,2015-02-17,233.4219970703125,245.77499389648438,232.31399536132812,243.61000061035156,27363100.0,2025-05-25 19:00:43,243.61000061035156
32898,BTC-USD,2015-02-18,243.77999877929688,244.25100708007812,232.33999633789062,236.3260040283203,25200800.0,2025-05-25 19:00:43,236.3260040283203
32899,BTC-USD,2015-02-19,236.41000366210938,242.6719970703125,235.5919952392578,240.2830047607422,18270500.0,2025-05-25 19:00:43,240.2830047607422
32900,BTC-USD,2015-02-20,240.25100708007812,247.1009979248047,239.2989959716797,243.7790069580078,23876700.0,2025-05-25 19:00:43,243.7790069580078
32901,BTC-USD,2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,12284200.0,2025-05-25 19:00:43,244.53399658203125
32902,BTC-USD,2015-02-22,244.54400634765625,246.39199829101562,233.8509979248047,235.9770050048828,19527000.0,2025-05-25 19:00:43,235.9770050048828
32903,BTC-USD,2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.89199829101562,16400000.0,2025-05-25 19:00:43,238.89199829101562
32904,BTC-USD,2015-02-24,238.9980010986328,239.9010009765625,236.40199279785156,238.73500061035156,14200400.0,2025-05-25 19:00:43,238.73500061035156
32905,BTC-USD,2015-02-25,238.88999938964844,239.33999633789062,235.52999877929688,237.47000122070312,11496200.0,2025-05-25 19:00:43,237.47000122070312
32906,BTC-USD,2015-02-26,237.33700561523438,237.7100067138672,234.2570037841797,236.42599487304688,13619400.0,2025-05-25 19:00:43,236.42599487304688
32907,BTC-USD,2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,44013900.0,2025-05-25 19:00:43,253.8280029296875
32908,BTC-USD,2015-02-28,253.52000427246094,254.69200134277344,249.47900390625,254.26300048828125,13949300.0,2025-05-25 19:00:43,254.26300048828125
32909,BTC-USD,2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,25213700.0,2025-05-25 19:00:43,260.2019958496094
32910,BTC-USD,2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,40465700.0,2025-05-25 19:00:43,275.6700134277344
32911,BTC-USD,2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,50461300.0,2025-05-25 19:00:43,281.7019958496094
32912,BTC-USD,2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,41383000.0,2025-05-25 19:00:43,273.0920104980469
32913,BTC-USD,2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,41302400.0,2025-05-25 19:00:43,276.1780090332031
32914,BTC-USD,2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,28918900.0,2025-05-25 19:00:43,272.7229919433594
32915,BTC-USD,2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,17825900.0,2025-05-25 19:00:43,276.260986328125
32916,BTC-USD,2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900.0,2025-05-25 19:00:43,274.35400390625
32917,BTC-USD,2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,59178200.0,2025-05-25 19:00:43,289.60699462890625
32918,BTC-USD,2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800.0,2025-05-25 19:00:43,291.760009765625
32919,BTC-USD,2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900.0,2025-05-25 19:00:43,296.3789978027344
32920,BTC-USD,2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200.0,2025-05-25 19:00:43,294.35400390625
32921,BTC-USD,2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,31421500.0,2025-05-25 19:00:43,285.3370056152344
32922,BTC-USD,2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,22612300.0,2025-05-25 19:00:43,281.885009765625
32923,BTC-USD,2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,11970100.0,2025-05-25 19:00:43,286.39300537109375
32924,BTC-USD,2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,21516100.0,2025-05-25 19:00:43,290.5929870605469
32925,BTC-USD,2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200.0,2025-05-25 19:00:43,285.5050048828125
32926,BTC-USD,2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000.0,2025-05-25 19:00:43,256.29901123046875
32927,BTC-USD,2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,52732000.0,2025-05-25 19:00:43,260.9280090332031
32928,BTC-USD,2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700.0,2025-05-25 19:00:43,261.7489929199219
32929,BTC-USD,2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,17130100.0,2025-05-25 19:00:43,260.0249938964844
32930,BTC-USD,2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,18438100.0,2025-05-25 19:00:43,267.9599914550781
32931,BTC-USD,2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900.0,2025-05-25 19:00:43,266.739990234375
32932,BTC-USD,2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700.0,2025-05-25 19:00:43,245.59500122070312
32933,BTC-USD,2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558594,35866900.0,2025-05-25 19:00:43,246.19700622558594
32934,BTC-USD,2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.53199768066406,25730000.0,2025-05-25 19:00:43,248.53199768066406
32935,BTC-USD,2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900.0,2025-05-25 19:00:43,247.0290069580078
32936,BTC-USD,2015-03-28,246.97500610351562,254.2050018310547,246.97500610351562,252.79800415039062,16040900.0,2025-05-25 19:00:43,252.79800415039062
32937,BTC-USD,2015-03-29,252.74000549316406,253.13900756835938,240.85000610351562,242.71299743652344,21699400.0,2025-05-25 19:00:43,242.71299743652344
32938,BTC-USD,2015-03-30,242.87899780273438,249.24200439453125,239.21400451660156,247.5260009765625,23009600.0,2025-05-25 19:00:43,247.5260009765625
32939,BTC-USD,2015-03-31,247.45399475097656,248.72999572753906,242.73899841308594,244.2239990234375,22672000.0,2025-05-25 19:00:43,244.2239990234375
32940,BTC-USD,2015-04-01,244.22300720214844,247.54100036621094,241.16000366210938,247.27200317382812,22877200.0,2025-05-25 19:00:43,247.27200317382812
32941,BTC-USD,2015-04-02,247.08900451660156,254.46099853515625,245.41600036621094,253.0050048828125,26272600.0,2025-05-25 19:00:43,253.0050048828125
32942,BTC-USD,2015-04-03,253.07400512695312,256.0429992675781,251.87899780273438,254.32200622558594,23146600.0,2025-05-25 19:00:43,254.32200622558594
32943,BTC-USD,2015-04-04,254.29100036621094,255.25799560546875,251.10000610351562,253.69700622558594,12493500.0,2025-05-25 19:00:43,253.69700622558594
32944,BTC-USD,2015-04-05,253.76100158691406,260.67498779296875,251.94200134277344,260.5979919433594,19649200.0,2025-05-25 19:00:43,260.5979919433594
32945,BTC-USD,2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200.0,2025-05-25 19:00:43,255.49200439453125
32946,BTC-USD,2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400.0,2025-05-25 19:00:43,253.17999267578125
32947,BTC-USD,2015-04-08,253.06399536132812,253.8470001220703,244.21499633789062,245.02200317382812,30086400.0,2025-05-25 19:00:43,245.02200317382812
32948,BTC-USD,2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,21643500.0,2025-05-25 19:00:43,243.67599487304688
32949,BTC-USD,2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,28882000.0,2025-05-25 19:00:43,236.07200622558594
32950,BTC-USD,2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200.0,2025-05-25 19:00:43,236.552001953125
32951,BTC-USD,2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,12387900.0,2025-05-25 19:00:43,236.1529998779297
32952,BTC-USD,2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,31181800.0,2025-05-25 19:00:43,224.58700561523438
32953,BTC-USD,2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000.0,2025-05-25 19:00:43,219.15899658203125
32954,BTC-USD,2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,22562000.0,2025-05-25 19:00:43,223.83299255371094
32955,BTC-USD,2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,24805400.0,2025-05-25 19:00:43,228.572998046875
32956,BTC-USD,2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800.0,2025-05-25 19:00:43,222.8820037841797
32957,BTC-USD,2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000.0,2025-05-25 19:00:43,223.3560028076172
32958,BTC-USD,2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,15021500.0,2025-05-25 19:00:43,222.60000610351562
32959,BTC-USD,2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700.0,2025-05-25 19:00:43,224.62600708007812
32960,BTC-USD,2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000.0,2025-05-25 19:00:43,235.2689971923828
32961,BTC-USD,2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900.0,2025-05-25 19:00:43,234.17599487304688
32962,BTC-USD,2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,17036000.0,2025-05-25 19:00:43,236.46200561523438
32963,BTC-USD,2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700.0,2025-05-25 19:00:43,231.26800537109375
32964,BTC-USD,2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,13957200.0,2025-05-25 19:00:43,226.38999938964844
32965,BTC-USD,2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,28943700.0,2025-05-25 19:00:43,219.42999267578125
32966,BTC-USD,2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000.0,2025-05-25 19:00:43,229.28599548339844
32967,BTC-USD,2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,21469200.0,2025-05-25 19:00:43,225.85499572753906
32968,BTC-USD,2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500.0,2025-05-25 19:00:43,225.80799865722656
32969,BTC-USD,2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,33818600.0,2025-05-25 19:00:43,236.14500427246094
32970,BTC-USD,2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300.0,2025-05-25 19:00:43,232.07899475097656
32971,BTC-USD,2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500.0,2025-05-25 19:00:43,234.92999267578125
32972,BTC-USD,2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,18494100.0,2025-05-25 19:00:43,240.35800170898438
32973,BTC-USD,2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400.0,2025-05-25 19:00:43,239.01800537109375
32974,BTC-USD,2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,23929100.0,2025-05-25 19:00:43,236.12100219726562
32975,BTC-USD,2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,29587200.0,2025-05-25 19:00:43,229.78199768066406
32976,BTC-USD,2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,29064400.0,2025-05-25 19:00:43,237.33399963378906
32977,BTC-USD,2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,27445500.0,2025-05-25 19:00:43,243.86300659179688
32978,BTC-USD,2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,19790500.0,2025-05-25 19:00:43,241.83200073242188
32979,BTC-USD,2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100.0,2025-05-25 19:00:43,240.29600524902344
32980,BTC-USD,2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,20892300.0,2025-05-25 19:00:43,242.1580047607422
32981,BTC-USD,2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,19282600.0,2025-05-25 19:00:43,241.11199951171875
32982,BTC-USD,2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100.0,2025-05-25 19:00:43,236.3769989013672
32983,BTC-USD,2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700.0,2025-05-25 19:00:43,236.9290008544922
32984,BTC-USD,2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,16329400.0,2025-05-25 19:00:43,237.60499572753906
32985,BTC-USD,2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,11089700.0,2025-05-25 19:00:43,236.1529998779297
32986,BTC-USD,2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,11134300.0,2025-05-25 19:00:43,236.802001953125
32987,BTC-USD,2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300.0,2025-05-25 19:00:43,233.1280059814453
32988,BTC-USD,2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,14241900.0,2025-05-25 19:00:43,231.94700622558594
32989,BTC-USD,2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400.0,2025-05-25 19:00:43,234.01800537109375
32990,BTC-USD,2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,15108900.0,2025-05-25 19:00:43,235.343994140625
32991,BTC-USD,2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,27003000.0,2025-05-25 19:00:43,240.34800720214844
32992,BTC-USD,2015-05-23,240.28599548339844,241.02499389648438,238.6909942626953,238.8719940185547,14605000.0,2025-05-25 19:00:43,238.8719940185547
32993,BTC-USD,2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,11508000.0,2025-05-25 19:00:43,240.9530029296875
32994,BTC-USD,2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,14423900.0,2025-05-25 19:00:43,237.11000061035156
32995,BTC-USD,2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000.0,2025-05-25 19:00:43,237.11599731445312
32996,BTC-USD,2015-05-27,237.06500244140625,238.63600158691406,236.69500732421875,237.2830047607422,18837000.0,2025-05-25 19:00:43,237.2830047607422
32997,BTC-USD,2015-05-28,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,13829600.0,2025-05-25 19:00:43,237.4080047607422
32998,BTC-USD,2015-05-29,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,14805000.0,2025-05-25 19:00:43,237.0959930419922
32999,BTC-USD,2015-05-30,237.0919952392578,237.09300231933594,232.04600524902344,233.34500122070312,14098600.0,2025-05-25 19:00:43,233.34500122070312
33000,BTC-USD,2015-05-31,233.13499450683594,233.2519989013672,229.54200744628906,230.19000244140625,14730800.0,2025-05-25 19:00:43,230.19000244140625
33001,BTC-USD,2015-06-01,230.23300170898438,231.71299743652344,221.29600524902344,222.92599487304688,26090500.0,2025-05-25 19:00:43,222.92599487304688
33002,BTC-USD,2015-06-02,222.8939971923828,226.41600036621094,222.41900634765625,225.80299377441406,20459000.0,2025-05-25 19:00:43,225.80299377441406
33003,BTC-USD,2015-06-03,225.73599243164062,227.4040069580078,223.92999267578125,225.87399291992188,17752400.0,2025-05-25 19:00:43,225.87399291992188
33004,BTC-USD,2015-06-04,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,14728100.0,2025-05-25 19:00:43,224.32400512695312
33005,BTC-USD,2015-06-05,224.1540069580078,225.96800231933594,223.1790008544922,224.95199584960938,18056500.0,2025-05-25 19:00:43,224.95199584960938
33006,BTC-USD,2015-06-06,225.0050048828125,225.718994140625,224.37899780273438,225.61900329589844,11131500.0,2025-05-25 19:00:43,225.61900329589844
33007,BTC-USD,2015-06-07,225.5959930419922,226.19400024414062,222.65199279785156,222.88099670410156,13318400.0,2025-05-25 19:00:43,222.88099670410156
33008,BTC-USD,2015-06-08,222.87899780273438,229.46400451660156,222.83900451660156,228.48899841308594,23378400.0,2025-05-25 19:00:43,228.48899841308594
33009,BTC-USD,2015-06-09,228.53799438476562,230.95399475097656,227.9290008544922,229.04800415039062,28353100.0,2025-05-25 19:00:43,229.04800415039062
33010,BTC-USD,2015-06-10,228.9949951171875,229.78199768066406,228.00999450683594,228.80299377441406,15904800.0,2025-05-25 19:00:43,228.80299377441406
33011,BTC-USD,2015-06-11,228.85499572753906,230.28700256347656,228.76699829101562,229.7050018310547,14416000.0,2025-05-25 19:00:43,229.7050018310547
33012,BTC-USD,2015-06-12,229.7050018310547,231.0570068359375,229.31300354003906,229.98199462890625,14017700.0,2025-05-25 19:00:43,229.98199462890625
33013,BTC-USD,2015-06-13,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,13305300.0,2025-05-25 19:00:43,232.40199279785156
33014,BTC-USD,2015-06-14,232.44200134277344,234.85800170898438,232.00399780273438,233.54299926757812,12165900.0,2025-05-25 19:00:43,233.54299926757812
33015,BTC-USD,2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100.0,2025-05-25 19:00:43,236.822998046875
